USA		Japan	United Kingdom	France	Italy	Canada	Korea	Australia	Spain	Mexico	Netherlands	Switzerland	Germany	Sweden	Belgium	Austria	Norway
Q4-1996	1.056567	1.144706	0.941726	0.126087	-0.059961	0.795296	1.458218	0.856305	0.400325	2.890812	0.696131	0.468578	0.557466	0.752426	0.788409	0.505414	-1.604121
Q1-1997	0.762181	0.361508	1.445824	0.293832	0.269242	1.319449	0.593567	0.602925	1.138604	0.417994	1.103668	0.448526	-0.601504	0.597745	0.934908	0.419382	2.684948
Q2-1997	1.50858	-0.75147	1.071744	1.321176	1.358762	1.126081	3.450609	2.96017	0.913627	2.030761	1.033663	1.093468	1.412131	1.253613	1.484406	0.471149	2.412138
Q3-1997	1.273317	0.322833	0.595896	0.709779	0.602947	1.194758	0.781035	0.127743	1.011273	2.016593	1.440632	1.191962	0.386146	0.998945	0.869175	1.158572	-0.107461
Q4-1997	0.775943	0.049608	1.225969	1.12169	1.643688	0.958433	-0.562712	1.380838	1.444289	2.391313	1.288405	0.932454	0.711036	1.687614	0.572714	0.974176	1.412775
Q1-1998	0.989418	-1.198121	0.553375	0.861924	-0.649774	1.402205	-7.022342	0.785255	0.993648	1.046622	1.246185	0.654545	0.801559	0.240728	0.265224	1.216619	0.964784
Q2-1998	0.969858	-0.378362	0.586111	0.7398	0.386465	0.043497	-0.648084	0.937294	0.756033	0.732247	0.713855	0.872344	-0.321501	1.622049	0.333247	0.844639	1.13314
Q3-1998	1.3082	0.155985	0.731457	0.81737	0.133413	0.927627	1.517303	1.909137	1.199044	0.373342	0.815994	0.19061	0.264946	0.525211	0.314047	0.364436	-1.793664
Q4-1998	1.641532	0.862836	1.041937	0.656707	-0.464541	1.350892	2.339715	1.513263	1.050667	0.173519	0.926223	-0.257038	-0.022983	1.115697	0.247359	0.123631	0.511406
Q1-1999	0.798501	-1.375127	0.601674	0.567271	0.591036	1.812465	3.04318	0.709879	0.810131	1.436699	1.741532	-0.002553	0.801568	1.49769	1.058963	1.32154	0.723264
Q2-1999	0.824709	0.485954	0.069484	0.905138	0.427851	0.839816	4.517302	0.372028	1.507717	-0.002295	1.181354	1.081636	0.216596	0.32853	1.346711	0.802466	0.045565
Q3-1999	1.258522	0.476946	1.754532	1.213044	0.834802	1.55773	2.602457	1.162025	1.194599	1.017869	1.23181	0.39138	1.046534	1.008574	1.440492	1.432071	2.054779
Q4-1999	1.735819	-0.003368	1.415516	1.241943	1.417143	1.421416	2.991074	1.68813	1.176641	1.103509	1.390621	2.282434	1.249574	1.8292	1.180065	0.796839	1.720314
Q1-2000	0.290173	1.940385	0.932267	0.998344	1.162668	1.596	1.700056	0.425855	1.594599	1.892537	0.783139	0.806046	0.93956	0.717389	0.746971	1.230205	1.478127
Q2-2000	1.888771	0.213746	0.718705	0.858978	0.712788	1.191249	1.46065	0.945045	1.227238	1.593755	1.096795	0.554017	1.013441	2.176561	0.657703	0.651064	-1.444081
Q3-2000	0.120278	0.078197	0.296207	0.742968	0.539811	1.010155	2.870641	0.170905	1.085426	0.688115	0.875239	0.80018	-0.141768	0.857365	0.39783	0.530464	0.970506
Q4-2000	0.5684	0.944911	0.209705	0.760416	1.54123	0.178002	-0.747609	-0.383885	1.10356	-0.591793	1.042048	0.794611	0.076452	0.264234	0.886167	1.053529	0.039198
Q1-2001	-0.28436	0.579062	1.011225	0.466905	0.365454	0.520403	0.95041	0.984441	0.998137	0.035732	0.243345	0.101004	1.634062	-0.239429	-0.058321	-0.221502	1.16994
Q2-2001	0.530084	-0.470804	0.827337	0.260234	-0.272407	0.25811	1.550677	0.846141	0.794837	-0.507934	0.403814	0.246667	0.085889	0.442487	-0.058355	-0.154065	-0.177512
Q3-2001	-0.316255	-1.117179	0.643667	0.283477	-0.423914	-0.07571	1.522912	1.188797	0.995173	-0.040935	0.084511	-0.185203	-0.289637	0.607054	-0.204957	0.241572	1.230892
Q4-2001	0.277527	-0.254263	0.328934	0.014134	0.04926	0.613057	1.432986	1.212705	0.708935	-0.417511	0.1351	-0.189953	0.118342	0.599364	-0.058509	0.576374	0.869065
Q1-2002	0.920791	0.105078	0.48239	0.394586	-0.082	1.48979	2.31042	0.738235	0.56911	-0.577151	-0.503467	0.530137	-0.308947	-0.035657	0.930716	0.42854	-0.87456
Q2-2002	0.551728	0.78826	0.717083	0.366862	0.491771	0.570013	2.007175	1.77436	0.751762	0.703092	0.318131	-0.0032	0.258706	1.377121	0.878335	0.380895	2.077757
Q3-2002	0.48683	0.387599	0.80506	0.377573	0.214915	0.873704	1.937701	0.346205	0.604872	0.760389	0.248787	-0.066026	0.473059	0.191237	0.528045	0.353553	-1.484079
Q4-2002	0.063655	0.271772	0.94518	-0.021831	0.388088	0.553905	0.901539	0.687195	0.751114	0.342928	0.006289	-0.539429	-0.214017	0.45765	0.310494	0.309631	1.129231
Q1-2003	0.517995	-0.114684	0.621308	0.186043	-0.298865	0.550926	-0.68474	0.040333	0.986773	0.177821	0.23195	-0.262682	-1.211775	1.193741	-0.39448	-0.080889	0.03408
Q2-2003	0.927929	0.803644	0.906033	-0.185916	-0.315209	-0.148371	0.018653	0.332	0.679138	0.31792	-0.292304	0.019772	0.021715	-0.409099	0.100471	0.222665	-0.476169
Q3-2003	1.674776	0.397927	0.997355	0.710765	0.114716	0.376953	1.618451	1.551428	0.686295	-0.068952	0.003173	0.983127	0.499232	1.360014	0.385141	0.567848	1.405054
Q4-2003	1.169225	1.116609	0.778028	0.748246	0.800526	0.685699	2.570217	1.780971	1.026798	1.066181	0.545475	1.035524	0.367172	0.62093	0.745236	0.45207	0.03189
Q1-2004	0.575066	0.776824	0.518162	0.929276	0.4621	0.720986	1.278554	0.858677	0.607509	1.292731	0.990717	0.873848	-0.024217	1.53111	1.55792	1.089732	3.514722
Q2-2004	0.733017	-0.036999	0.42199	0.544798	0.325188	1.182448	0.687245	0.743437	0.775899	1.722954	0.362355	0.425846	0.344379	0.728152	0.980637	0.56614	0.205817
Q3-2004	0.908936	0.523091	0.230553	0.375581	0.095414	1.188855	0.31188	0.686714	1.007325	-0.213066	0.273807	0.177275	-0.182331	0.863148	0.87434	0.57096	-1.154707
Q4-2004	0.864359	-0.264218	0.362973	0.676939	0.163524	0.717907	0.585353	0.734901	0.615351	1.249182	0.23207	0.242117	0.096709	0.819666	0.31904	0.015844	0.982547
Q1-2005	1.065957	0.481926	0.846976	0.258546	-0.249192	0.34102	0.789344	0.739052	1.01158	0.25688	0.371033	1.205824	-0.193215	0.126569	0.395863	0.646045	1.657142
Q2-2005	0.522119	0.778001	1.09408	0.17164	0.971345	0.71192	1.849261	0.479318	1.019269	0.135295	0.724162	0.978635	0.666803	1.050926	0.499524	1.145099	0.524365
Q3-2005	0.84008	0.959218	1.05606	0.522815	0.667112	1.230669	1.341676	0.991979	0.948226	0.970654	1.353687	1.161695	0.811965	0.950627	0.386832	0.401691	0.829699
Q4-2005	0.571525	0.20849	1.466883	0.656044	0.281046	0.990403	0.991401	0.95111	1.045716	1.572269	0.599645	0.929105	0.381525	0.66497	0.800325	0.931255	0.224923
Q1-2006	1.20139	0.071343	0.263276	0.832058	0.356914	0.801518	1.813501	0.267324	1.08293	1.787449	0.767977	1.104761	0.931645	1.948808	0.628424	1.125044	0.643876
Q2-2006	0.298815	0.353446	0.202545	0.909165	0.589135	0.048258	0.553998	0.222546	1.044336	1.075539	1.462059	0.820058	1.600411	1.156107	0.326861	0.889128	0.125003
Q3-2006	0.089434	-0.1672	0.079269	0.054396	0.354961	0.2779	1.643197	1.425304	0.987264	0.172388	0.485688	0.847441	0.998661	1.311931	0.842539	0.856181	1.026201
Q4-2006	0.782715	1.211092	0.364815	0.683027	1.301884	0.377221	0.646814	1.17231	0.94967	0.22531	0.830874	1.350541	1.304792	0.576598	1.07727	1.177495	1.830255
Q1-2007	0.061779	0.735166	0.90199	0.778722	0.160917	0.646596	1.661665	1.458349	1.023037	0.738356	1.104065	0.840832	0.409987	0.855265	1.28699	0.867141	0.073937
Q2-2007	0.764918	0.127331	0.715878	0.719725	-0.100317	0.965139	1.61518	0.607038	0.811018	0.944604	0.456798	1.27945	0.741557	0.7326	0.392894	1.170441	-0.001542
Q3-2007	0.672588	-0.450897	0.66214	0.362253	-0.036625	0.415515	1.104841	1.12159	0.811016	0.365807	1.205404	1.000279	0.845511	0.762919	0.772305	0.258772	1.283079
Q4-2007	0.356911	0.494408	0.803908	0.279263	-0.147859	0.140063	1.923413	0.508286	0.860569	0.442152	1.463893	0.352404	0.276194	1.299322	0.505071	0.899628	1.088262
Q1-2008	-0.682601	0.306037	0.272135	0.368221	1.11003	0.059284	0.469677	1.170395	0.456195	-0.104815	-0.013834	0.921603	0.877946	-1.341341	0.577554	0.946366	-1.216353
Q2-2008	0.496372	-0.498517	-0.676134	-0.451955	-0.983617	0.346965	0.497236	0.202648	0.055701	0.855943	0.373747	0.537448	-0.273035	0.193187	0.159397	-0.516103	0.049902
Q3-2008	-0.479264	-1.282828	-1.601041	-0.322542	-1.39823	0.834166	0.853314	0.770556	-0.755623	0.007418	-0.32605	0.180375	-0.361787	-0.212189	-0.502933	-0.591712	-0.182882
Q4-2008	-2.112984	-2.27026	-2.1765	-1.455147	-2.267806	-1.156561	-3.335256	-0.510164	-1.007189	-1.477539	-0.856721	-1.603076	-1.933268	-3.728065	-2.093672	-1.530754	0.313413
Q1-2009	-1.38552	-4.887624	-1.598255	-1.660913	-2.752453	-2.284863	0.095851	1.042215	-1.599241	-5.219713	-3.16718	-1.554804	-4.48549	-2.515689	-1.149859	-1.513463	-0.810142
Q2-2009	-0.135374	2.110863	-0.225247	-0.165729	-0.79444	-1.103413	1.457818	0.571429	-0.968317	-0.987295	-0.219188	-0.233778	0.07334	0.051887	-0.109119	-1.051534	-0.879533
Q3-2009	0.326835	0.02163	0.155207	0.196503	0.57011	0.452511	2.842337	0.275316	-0.311113	2.70534	0.269346	0.881481	0.596736	0.07121	1.113598	0.243514	0.064316
Q4-2009	0.968056	1.441727	0.266714	0.619814	0.393539	1.181288	0.427146	0.704332	-0.062788	1.829439	0.501417	0.243734	0.915806	0.570382	0.844355	1.085751	0.053304
Q1-2010	0.432846	0.870251	0.537963	0.447074	0.420882	1.191352	2.209127	0.494285	0.301871	1.255961	-0.063226	1.123025	0.734704	2.371755	0.475329	-0.674865	1.967419
Q2-2010	0.966036	1.243934	0.899862	0.603956	0.549152	0.51419	1.736918	0.663932	0.181986	0.975447	0.574098	1.05407	2.047503	2.179753	1.009306	1.655039	-1.063022
Q3-2010	0.674932	1.82102	0.464112	0.626248	0.528057	0.714111	0.989358	0.597878	0.048466	0.737074	0.375577	0.380334	0.812597	1.276276	0.441707	0.960707	-2.481489
Q4-2010	0.630112	-0.724399	0.072204	0.575829	0.642077	1.130483	1.014242	1.019003	-0.001479	0.896654	1.251342	0.713192	0.835905	1.824587	0.413236	0.434787	2.807256
Q1-2011	-0.386237	-1.539407	0.587025	1.067245	0.30933	0.739355	0.972161	-0.233891	-0.360552	0.699843	0.636576	0.381912	1.766414	-0.099408	0.661505	1.556974	0.038359
Q2-2011	0.72745	-0.504894	0.148105	0.001768	0.064023	0.189951	0.624912	1.062199	-0.479135	0.878289	-0.092582	0.578062	0.174556	0.30005	0.288705	0.132521	-0.413316
Q3-2011	0.210773	2.437713	0.38061	0.227062	-0.584539	1.387897	0.723323	1.308296	-0.406484	1.581408	0.021109	-0.219524	0.474351	0.965157	0.223455	0.153223	1.611159
Q4-2011	1.125786	-0.141833	0.190045	0.09544	-0.901115	0.790139	0.592207	1.102303	-0.593118	0.733887	-0.739693	0.528888	0.019263	-1.67678	0.067289	0.231367	0.051623
Q1-2012	0.663452	1.146248	0.646495	0.066568	-0.877688	0.031895	0.601314	1.046719	-0.867865	0.620786	-0.172837	-0.054865	0.315472	0.418075	0.194705	0.722346	2.138217
Q2-2012	0.466809	-0.633774	-0.106714	-0.092742	-0.91678	0.330094	0.49049	1.006128	-0.951458	1.014671	0.090125	0.387893	0.096022	0.668705	-0.193325	-0.688536	0.235786
Q3-2012	0.119688	-0.380369	1.151033	0.118092	-0.450494	0.197213	0.361853	0.352371	-0.738862	0.468757	-0.387922	0.430107	0.230234	-0.086705	-0.038138	0.169461	-1.449452
Q4-2012	0.022444	0.209662	-0.145046	-0.081569	-0.557644	0.121961	0.648706	0.558669	-0.977024	0.838727	-0.773787	0.412405	-0.449841	-0.47658	-0.120481	0.001242	0.817261
Q1-2013	0.699572	1.143509	0.63845	0.010572	-1.026108	1.030501	0.673153	0.344232	-0.343069	0.458995	0.351679	0.248569	-0.221136	1.178769	-0.319659	-0.457214	0.218544
Q2-2013	0.191591	0.902107	0.540582	0.691382	0.008787	0.648283	0.990023	0.529509	-0.08381	-0.872599	-0.242002	0.851805	0.886494	-0.351766	0.481026	0.259961	0.722449
Q3-2013	0.771682	0.78417	0.850366	-0.010498	0.336245	0.819389	0.851836	0.717362	-0.068202	1.067126	0.62837	0.594592	0.506207	0.678939	0.48876	0.572506	0.980813
Q4-2013	0.975569	-0.039703	0.518907	0.437649	-0.120005	1.007924	0.922688	0.79407	0.285154	0.545144	0.604501	0.303841	0.408634	0.810035	0.295625	0.289823	-0.177211
Q1-2014	-0.230202	0.884626	0.858979	0.066591	0.030167	0.124445	1.033767	0.724708	0.395421	0.644202	-0.171333	0.761364	0.880174	0.708262	0.302719	0.081319	0.501686
Q2-2014	1.131234	-1.753505	0.85298	0.205829	-0.070533	1.198742	0.621925	0.594441	0.386461	1.322892	0.5348	0.571941	-0.168876	0.778304	0.248196	-0.004619	0.728457
Q3-2014	1.278177	-0.021238	0.761145	0.545562	0.209724	0.728305	0.668343	0.45456	0.680301	0.37461	0.390891	0.495723	0.319522	0.388206	0.387217	0.357142	0.410968
Q4-2014	0.500071	0.635923	0.761225	0.008256	0.081026	0.454239	0.417472	0.431503	0.750097	1.089988	1.122664	1.005111	0.889928	1.348094	0.306803	0.331695	1.257465
Q1-2015	0.799915	1.350907	0.342599	0.397414	0.260709	-0.200196	0.842624	1.002183	1.052112	0.551937	0.767783	-0.393342	0.11143	1.02206	0.413065	-0.039101	-0.270499
Q2-2015	0.678405	0.054444	0.574813	-0.019888	0.348368	-0.144694	0.414165	0.185829	0.848449	1.047979	0.011139	0.180222	0.445179	0.954463	0.466214	0.542485	0.507981
Q3-2015	0.405191	0.098904	0.416545	0.404527	0.21474	0.565491	1.261044	0.970473	0.939295	1.177475	0.433433	0.287932	0.32318	1.485083	0.058494	0.432568	1.166062
Q4-2015	0.121203	-0.280389	0.725824	0.232594	0.194828	0.103924	0.696234	0.498236	0.917537	-0.060569	0.328706	0.548684	0.423379	1.284984	0.478394	0.242908	-0.788823
Q1-2016	0.144758	0.66701	0.211581	0.614061	0.312343	0.616329	0.502782	1.029351	0.749247	0.973227	0.763192	0.52266	0.632392	0.289858	0.2783	0.336238	0.952577
Q2-2016	0.554824	0.323013	0.47589	-0.075746	0.119978	-0.262077	0.90449	0.764027	0.787206	-0.010069	0.338494	0.253365	0.464473	0.507711	0.740719	0.408177	-0.205205
Q3-2016	0.687922	0.231543	0.540971	0.154443	0.238597	1.051286	0.474749	-0.199322	0.713549	1.232276	0.966891	0.180241	0.33542	0.494017	0.110387	0.272721	-0.765065
Q4-2016	0.436711	0.266611	0.748308	0.454309	0.426066	0.555037	0.507872	0.862591	0.682547	1.032004	0.643021	-0.087713	0.415611	0.462992	0.260801	0.705062	1.881177
Q1-2017	0.307511	0.470985	0.228649	0.661753	0.461371	0.98904	1.062394	0.460373	0.786373	0.55124	0.613547	0.133782	0.899774	0.420736	0.669434	1.186475	-0.199741
Q2-2017	0.756334	0.585711	0.265088	0.625111	0.428236	1.074989	0.597968	0.820682	0.86476	0.281366	1.488796	0.440819	0.633132	1.156406	0.459788	0.702267	1.070483
Q3-2017	0.779804	0.588166	0.500513	0.544803	0.402882	0.383381	1.534782	0.696047	0.695735	-0.291133	0.434753	0.624288	0.735488	0.812622	0.191962	0.818353	0.799686
